"scientific_name","species","subspecies","subfamily","cites_annex","iucn_category","individuals","sex","superclass","cell_line","karyotype","dna","rna","wgs_sequencing","rna_seq","i_psc","tissue_of_origin","alternative_name","species_","taxon_id","synonym","tolid_prefix","assembly_id","assembly_name","genbank_accession","refseq_accession","genus","family","order","class","phylum","kingdom","superkingdom","genome_size","genome_size_draft","c_value","chromosome_number","haploid_number","assembly_level","assembly_span","assembly_date","contig_n50","scaffold_n50","chromosome_count","busco_completeness","gene_count","sequencing_status","published","TOGA_species","common_name","ploidy","refseq","ensembl","genome_match","ref_genome","divergence_mya_adj","taxon_id_ref","precomputed_age","adjusted_age","toga_assembly_name_ref","TOGA_ref","zoonomia","genome","annotation","individuals_cl","cell_lines","fibro","pbmc","ipsc","fibro_l","nspecies","cat","cat_num","silencer","illumina","tetrapod","selected","project","TOGA","annotation_level","fibro2","to_process","order2"
"Miopithecus ogouensis","Miopithecus ogouensis",NA,"Cercopithecinae","II","NEAR THREATENED",2,"U/F","Mammalia","Fibro",NA,"X","X","X","X","X","Tissue",NA,"Miopithecus_ogouensis","100488",NA,"mMioOgo","GCA_963573445.1",NA,"GCA_963573445.1",NA,"Miopithecus","Cercopithecidae","Primates","Mammalia","Chordata","Metazoa","Eukaryota",3589260000,NA,3.669921875,54,27,"Scaffold",2735347575,"2023-11-02",39707,39714,NA,NA,NA,"insdc_open",NA,"not_in_toga",NA,2,FALSE,FALSE,"species","Miopithecus ogouensis",1e-4,NA,NA,NA,NA,"not_in_toga",FALSE,TRUE,FALSE,2,1,1,0,1,TRUE,28,"Both",1,FALSE,TRUE,FALSE,FALSE,"illumina",FALSE,"no_annotation",1,1,"Primates"
"Eulemur fulvus","Eulemur fulvus",NA,NA,"I","VULNERABLE",2,"F/F","Mammalia","Fibro","X","X","X","x","X",NA,"Tissue",NA,"Eulemur_fulvus","13515","Lemur fulvus; Petterus fulvus; Eulemur fulvus fulvus; Eulemur fulvus sanfordi; Lemur bruneus; Lemur fulvus mayottensis; Lemur fulvus sanfordi; Lemur mayottensis","mEulFul","GCA_004027275.1",NA,"GCA_004027275.1",NA,"Eulemur","Lemuridae","Primates","Mammalia","Chordata","Metazoa","Eukaryota",3281190000,NA,3.35546875,48,24,"Scaffold",2748885701,"2023-10-30",21310,22561,NA,58.2,NA,"published","ZOONOMIA","toga1/2","Common brown lemur,list(""common_name"")",2,FALSE,FALSE,"species","Eulemur fulvus",1e-4,NA,NA,NA,"HLeulCol1","toga1/2",TRUE,TRUE,TRUE,2,2,2,0,0,TRUE,28,"Both",1,FALSE,TRUE,FALSE,FALSE,"illumina",TRUE,"TOGA",2,2,"Primates"
"Cercopithecus neglectus","Cercopithecus neglectus",NA,"Cercopithecinae","II","LEAST CONCERN",2,"F/M","Mammalia","Fibro",NA,"X",NA,"X",NA,NA,"Tissue",NA,"Cercopithecus_neglectus","36227","Cercopithecus brazzae; Cercopithecus brazzae uellensis; Cercopithecus ezrae; Cercopithecus neglectus brazziformis","mCerNeg","GCA_963574685.1",NA,"GCA_963574685.1",NA,"Cercopithecus","Cercopithecidae","Primates","Mammalia","Chordata","Metazoa","Eukaryota",4762860000,NA,4.87109375,58,29,"Scaffold",2733116764,"2023-11-02",44010,44019,NA,NA,NA,"published","ZOONOMIA","toga1/2","De Brazza’s Monkey,list(""common_name"")",2,FALSE,FALSE,"species","Cercopithecus neglectus",1e-4,NA,NA,NA,"HLcerNegl2","toga1/2",TRUE,TRUE,TRUE,2,2,2,0,0,TRUE,28,"Both",1,FALSE,TRUE,FALSE,FALSE,"illumina",TRUE,"TOGA",2,2,"Primates"
"Cercocebus torquatus","Cercocebus torquatus",NA,NA,"II","ENDANGERED",2,"M/M","Mammalia","Fibro",NA,"X","X","X","X",NA,"Tissue",NA,"Cercocebus_torquatus","9530","Simia torquata; Cercocebus collaris; Cercocebus crossi; Simia aethiops torquatus","mCerTor","GCA_963574135.1",NA,"GCA_963574135.1",NA,"Cercocebus","Cercopithecidae","Primates","Mammalia","Chordata","Metazoa","Eukaryota",4792200000,NA,4.8984375,42,21,"Scaffold",2766409225,"2023-11-03",37166,37166,NA,NA,NA,"insdc_open",NA,"not_in_toga","Red-capped mangabey,list(""common_name"")",2,FALSE,FALSE,"species","Cercocebus torquatus",1e-4,NA,NA,NA,NA,"not_in_toga",FALSE,TRUE,FALSE,2,2,2,0,0,TRUE,28,"Both",1,FALSE,TRUE,FALSE,FALSE,"illumina",FALSE,"no_annotation",2,2,"Primates"
"Gorilla gorilla","Gorilla gorilla",NA,NA,"I","CRITICALLY ENDANGERED",4,"-/F/M/M","Mammalia","Fibro/PBMc","X","X","X","X","X","X","Blood/Tissue",NA,"Gorilla_gorilla","9593","Troglodytes gorilla","mGorGor","GCA_000167515.2",NA,"GCA_000167515.2",NA,"Gorilla","Hominidae","Primates","Mammalia","Chordata","Metazoa","Eukaryota",3491460000,NA,3.5703125,48,24,"Contig",3022900,"2023-04-03",684,684,NA,NA,NA,"insdc_open",NA,"toga1/2","Western Gorilla,list(""common_name"")",2,FALSE,FALSE,"species","Gorilla gorilla",1e-4,NA,NA,NA,"HLgorGor7","toga1/2",TRUE,TRUE,TRUE,4,3,3,0,1,TRUE,28,"Both",1,TRUE,TRUE,FALSE,TRUE,"silencer",TRUE,"TOGA",3,2,"Primates"
"Papio cynocephalus","Papio cynocephalus",NA,NA,"II","LEAST CONCERN",9,"F/F/-/-/-/-/-/-/-","Mammalia","Fibro",NA,"X","X","X","X",NA,"Tissue",NA,"Papio_cynocephalus","9556","Papio hamadryas cynocephalus; Simia cynocephalus","mPapCyn","GCA_963574715.1",NA,"GCA_963574715.1",NA,"Papio","Cercopithecidae","Primates","Mammalia","Chordata","Metazoa","Eukaryota",3457230000,NA,3.53515625,42,21,"Scaffold",2743276708,"2023-11-03",30627,30627,NA,NA,NA,"insdc_open",NA,"not_in_toga",NA,2,FALSE,FALSE,"species","Papio cynocephalus",1e-4,NA,NA,NA,NA,"not_in_toga",FALSE,TRUE,FALSE,9,4,4,0,0,TRUE,28,"Both",1,TRUE,TRUE,FALSE,TRUE,"silencer",FALSE,"no_annotation",4,2,"Primates"
"Hylobates muelleri","Hylobates muelleri",NA,NA,"I","ENDANGERED",1,"M","Mammalia","Fibro",NA,"X",NA,"X",NA,NA,"Tissue",NA,"Hylobates_muelleri","9588","Hylobates cinereus muelleri","mHylMue","GCA_963573745.1",NA,"GCA_963573745.1",NA,"Hylobates","Hylobatidae","Primates","Mammalia","Chordata","Metazoa","Eukaryota",3246960000,NA,3.3203125,44,22,"Scaffold",2683749953,"2023-11-02",28001,28009,NA,NA,NA,"insdc_open",NA,"not_in_toga",NA,2,FALSE,FALSE,"species","Hylobates muelleri",1e-4,NA,NA,NA,NA,"not_in_toga",FALSE,TRUE,FALSE,1,1,1,0,0,TRUE,28,"Both",1,FALSE,TRUE,FALSE,FALSE,"illumina",FALSE,"no_annotation",1,1,"Primates"
"Mandrillus leucophaeus","Mandrillus leucophaeus",NA,NA,"I","VULNERABLE",3,"F/F/F","Mammalia","Fibro",NA,"X",NA,"X",NA,NA,"Tissue",NA,"Mandrillus_leucophaeus","9568","Papio leucophaeus; Simia leucophaea; Cynocephalus leucophaeus; Simia uvea","mManLeu","GCA_023783495.1",NA,"GCA_023783495.1",NA,"Mandrillus","Cercopithecidae","Primates","Mammalia","Chordata","Metazoa","Eukaryota",3423000000,NA,3.5,42,21,"Scaffold",2911709547,"2015-03-12",149093,27319382,NA,NA,27850,"insdc_open",NA,"toga1/2",NA,2,TRUE,TRUE,"species","Mandrillus leucophaeus",1e-4,NA,NA,NA,"HLmanLeu2","toga1/2",TRUE,TRUE,TRUE,3,3,3,0,0,TRUE,28,"Both",1,FALSE,TRUE,FALSE,FALSE,"illumina",TRUE,"TOGA/refseq/ensembl",3,2,"Primates"
"Hylobates pileatus","Hylobates pileatus",NA,NA,"I","ENDANGERED",1,"M","Mammalia","Fibro",NA,"X",NA,"X",NA,NA,"Tissue",NA,"Hylobates_pileatus","9589","Hylobates lar pileatus","mHylPil","GCA_021498465.1",NA,"GCA_021498465.1",NA,"Hylobates","Hylobatidae","Primates","Mammalia","Chordata","Metazoa","Eukaryota",3168720000,NA,3.240234375,44,22,"Chromosome",2851401333,"2022-01-19",17385161,131825309,22,NA,NA,"insdc_open",NA,"toga2","Pileated Gibbon,list(""common_name"")",2,FALSE,FALSE,"species","Hylobates pileatus",1e-4,NA,NA,NA,"HLhylPil1","toga2",FALSE,TRUE,TRUE,1,1,1,0,0,TRUE,28,"Both",1,FALSE,TRUE,FALSE,FALSE,"illumina",TRUE,"TOGA",1,1,"Primates"
"Cebuella pygmaea","Cebuella pygmaea",NA,NA,"II","VULNERABLE",5,"U/F/F/F/M","Mammalia","Fibro",NA,"X","X","X","X",NA,"Tissue",NA,"Cebuella_pygmaea","9493","Callithrix pygmaea pygmaea; Callithrix pygmaea; Cebuella pygmaea pygmaea; Jacchus pygmaeus","mCalPyg","GCA_963575105.1",NA,"GCA_963575105.1",NA,"Cebuella","Cebidae","Primates","Mammalia","Chordata","Metazoa","Eukaryota",3403440000,NA,3.48046875,44,22,"Scaffold",2683481473,"2023-11-02",35755,35755,NA,NA,NA,"insdc_open",NA,"toga1/2","Pygmy marmoset,list(""common_name"")",2,FALSE,FALSE,"species","Cebuella pygmaea",1e-4,NA,NA,NA,"HLcalPym1","toga1/2",TRUE,TRUE,TRUE,5,4,4,0,0,TRUE,28,"Both",1,FALSE,TRUE,FALSE,TRUE,"illumina",TRUE,"TOGA",4,2,"Primates"
"Leontopithecus chrysomelas","Leontopithecus chrysomelas",NA,NA,"I","ENDANGERED",2,"M/F","Mammalia","Fibro",NA,"X","X","X","X",NA,"Tissue",NA,"Leontopithecus_chrysomelas","57374","Leontopithecus rosalia chrysomelas; Midas chrysomelas","mLeoChy","GCA_963574395.1",NA,"GCA_963574395.1",NA,"Leontopithecus","Cebidae","Primates","Mammalia","Chordata","Metazoa","Eukaryota",3378990000,NA,3.455078125,44,22,"Scaffold",2728986101,"2023-11-02",30751,30751,NA,NA,NA,"insdc_open",NA,"toga2",NA,2,FALSE,FALSE,"species","Leontopithecus chrysomelas",1e-4,NA,NA,NA,"HLleoChr1","toga2",FALSE,TRUE,TRUE,2,2,2,0,0,TRUE,28,"Both",1,FALSE,TRUE,FALSE,FALSE,"illumina",TRUE,"TOGA",2,2,"Primates"
"Callimico goeldii","Callimico goeldii",NA,NA,"I","VULNERABLE",2,"M/F","Mammalia","Fibro","X","X","X","X","X",NA,"Tissue (ear)",NA,"Callimico_goeldii","9495","Midas goeldii; Callimico snethlageri; Callithrix goeldii","mCalGoe","GCA_963573925.1",NA,"GCA_963573925.1",NA,"Callimico","Cebidae","Primates","Mammalia","Chordata","Metazoa","Eukaryota",3378990000,NA,3.455078125,44,22,"Scaffold",2684989308,"2023-11-02",25257,25261,NA,NA,NA,"insdc_open",NA,"toga2",NA,2,FALSE,FALSE,"species","Callimico goeldii",1e-4,NA,NA,NA,"HLcalGoe1","toga2",FALSE,TRUE,TRUE,2,2,2,0,0,TRUE,28,"Both",1,FALSE,FALSE,TRUE,FALSE,"tetrapod",TRUE,"TOGA",2,2,"Primates"
"Saguinus midas","Saguinus midas",NA,NA,"II","LEAST CONCERN",2,"F/F","Mammalia","Fibro",NA,"X",NA,"X",NA,NA,"Skin",NA,"Saguinus_midas","30586","Simia midas; Cebus tamarin; Leontocebus midas egens; Leontopithecus midas; Midas rufimanus; Simia lacepedii","mSagMid","GCA_021498475.1",NA,"GCA_021498475.1",NA,"Saguinus","Cebidae","Primates","Mammalia","Chordata","Metazoa","Eukaryota",3378990000,NA,3.455078125,44,22,"Chromosome",2968536278,"2022-01-19",10987047,143273090,23,NA,NA,"insdc_open",NA,"toga2","Red-handed tamarin,list(""common_name"")",2,FALSE,FALSE,"species","Saguinus midas",1e-4,NA,NA,NA,"HLsagMid1","toga2",FALSE,TRUE,TRUE,2,2,2,0,0,TRUE,28,"Both",1,FALSE,FALSE,TRUE,FALSE,"tetrapod",TRUE,"TOGA",2,2,"Primates"
"Varecia variegata","Varecia variegata",NA,NA,NA,"CRITICALLY ENDANGERED",4,"F/M/F/F","Mammalia","Fibro",NA,"x",NA,NA,NA,NA,"Skin",NA,"Varecia_variegata","9455","Lemur macaco variegatus; Lemur variegatus","mVarVar","GCA_028533085.1",NA,"GCA_028533085.1",NA,"Varecia","Lemuridae","Primates","Mammalia","Chordata","Metazoa","Eukaryota",3193170000,NA,3.265625,46,23,"Chromosome",2424021081,"2023-02-10",40155,128811464,22,NA,NA,"insdc_open",NA,"toga2",NA,2,FALSE,FALSE,"species","Varecia variegata",1e-4,NA,NA,NA,"HLvarVar1","toga2",FALSE,TRUE,TRUE,4,3,3,0,0,TRUE,28,"Both",1,FALSE,FALSE,TRUE,TRUE,"tetrapod",TRUE,"TOGA",3,2,"Primates"
"Cercopithecus nictitans martini","Cercopithecus nictitans","martini",NA,"II","ENDANGERED",1,"F","Mammalia","Fibro",NA,NA,NA,NA,NA,NA,"skin/ear/traquea",NA,"Cercopithecus_nictitans","36228","Simia nictitans","mCerNic","GCA_963575045.1",NA,"GCA_963575045.1",NA,"Cercopithecus","Cercopithecidae","Primates","Mammalia","Chordata","Metazoa","Eukaryota",4303200000,NA,4.3984375,66,33,"Scaffold",2725310592,"2023-11-02",31127,31132,NA,NA,NA,"insdc_open",NA,"not_in_toga","Martin's putty-nosed guenon,list(""common_name"")",2,FALSE,FALSE,"species","Cercopithecus nictitans",1e-4,NA,NA,NA,NA,"not_in_toga",FALSE,TRUE,FALSE,1,1,1,0,0,TRUE,28,"Both",1,FALSE,FALSE,TRUE,FALSE,"tetrapod",FALSE,"no_annotation",1,1,"Primates"
"Miopithecus talapoin","Miopithecus talapoin",NA,NA,NA,"VULNERABLE",1,NA,"Mammalia","Fibro",NA,NA,NA,NA,NA,NA,NA,NA,"Miopithecus_talapoin","36231","Cercopithecus talapoin; Simia talapoin; Cercopithecus melarhinus; Cercopithecus pileatus; Cercopithecus talapoin ansorgei; Cercopithecus talapoin vlesschouwersi; Miopithecus capillatus; Miopithecus talapoin pilettei; Simia niger","mMioTal","GCA_028551445.1",NA,"GCA_028551445.1",NA,"Miopithecus","Cercopithecidae","Primates","Mammalia","Chordata","Metazoa","Eukaryota",3589260000,NA,3.669921875,54,27,"Chromosome",2969301606,"2023-02-09",76031,99916881,27,NA,NA,"insdc_open",NA,"toga2","Southern Talapoin Monkey,list(""common_name"")",2,FALSE,FALSE,"species","Miopithecus talapoin",1e-4,NA,NA,NA,"HLmioTal1","toga2",FALSE,TRUE,TRUE,1,1,1,0,0,TRUE,28,"Both",1,FALSE,FALSE,TRUE,FALSE,"tetrapod",TRUE,"TOGA",1,1,"Primates"
"Macaca sylvanus","Macaca sylvanus",NA,NA,"I","ENDANGERED",3,"M/F/M","Mammalia","Fibro",NA,"x","x","X","X",NA,"Tissue",NA,"Macaca_sylvanus","9546","Simia sylvanus; Inuus ecaudatus; Pithecus pygmaeus; Simia inuus; Simia pithecus","mMacSyl","GCA_043159975.1",NA,"GCA_043159975.1","GCF_043159975.1","Macaca","Cercopithecidae","Primates","Mammalia","Chordata","Metazoa","Eukaryota",3423000000,NA,3.5,42,21,"Chromosome",3116288670,"2024-10-15",40835442,154799650,NA,NA,41011,"insdc_open",NA,NA,"Barbary macaque,list(""common_name"")",2,FALSE,FALSE,"genus","Macaca nemestrina",6.193845,"9545",6.193845,6.19384,"HLmacNeme2A","toga1/2",FALSE,TRUE,TRUE,3,3,3,0,0,TRUE,28,"Both",1,FALSE,TRUE,FALSE,FALSE,"illumina",FALSE,"no_annotation",3,2,"Primates"
"Hylobates lar","Hylobates lar",NA,NA,"I","ENDANGERED",2,"M/M","Mammalia","Fibro",NA,"X",NA,"X",NA,NA,"Tissue",NA,"Hylobates_lar","9580","Homo lar","mHylLar","GCA_021498465.1",NA,"GCA_021498465.1",NA,"Hylobates","Hylobatidae","Primates","Mammalia","Chordata","Metazoa","Eukaryota",3017130000,NA,3.0859375,44,22,"Chromosome",2851401333,"2022-01-19",17385161,131825309,NA,NA,NA,"insdc_open",NA,NA,"White-handed Gibbon,list(""common_name"")",2,FALSE,FALSE,"genus","Hylobates pileatus",4.059,"9589",4.059,0,"HLhylPil1","toga2",FALSE,TRUE,NA,2,1,1,0,0,TRUE,28,"Both",1,FALSE,TRUE,FALSE,FALSE,"illumina",FALSE,"no_annotation",1,1,"Primates"
"Nanger dama mhorr","Nanger dama","mhorr","Antilopinae","I","CRITICALLY ENDANGERED",20,"F/F/F/F/F/F/F/F/M/M/U/F/F/U/F/F","Mammalia","Fibro","X","X","X","X","X",NA,"blood/placenta/ombelical cord","Nanger Dama","Nanger_dama","67940","Gazella dama; Antilope dama","mNanDam","GCA_917880005.1",NA,"GCA_917880005.1",NA,"Nanger","Bovidae","Artiodactyla","Mammalia","Chordata","Metazoa","Eukaryota",3403440000,NA,3.48046875,37,15,"Scaffold",2695171530,"2021-11-18",37125998,37125998,NA,NA,NA,"insdc_open",NA,"toga2",NA,2.466666666666667,FALSE,FALSE,"species","Nanger dama",1e-4,NA,NA,NA,"HLnanDamRuf3","toga2",FALSE,TRUE,TRUE,22,10,10,0,0,TRUE,34,"Both",1,FALSE,TRUE,FALSE,TRUE,"illumina",TRUE,"TOGA",10,2,"Artiodactyla"
"Aepyceros melampus","Aepyceros melampus",NA,"Aepycerotinae","-","LEAST CONCERN",8,"U/M/M/F/M/F/F","Mammalia","Fibro","X","X","X","X","X",NA,"Tissue (ear)",NA,"Aepyceros_melampus","9897","Antilope melampus","mAepMel","GCA_006408695.1",NA,"GCA_006408695.1",NA,"Aepyceros","Bovidae","Artiodactyla","Mammalia","Chordata","Metazoa","Eukaryota",4586820000,NA,4.69140625,60,30,"Scaffold",2631303056,"2019-06-24",82459,344542,NA,72.2,NA,"insdc_open",NA,"toga1/2","Impala,list(""common_name"")",2,FALSE,FALSE,"species","Aepyceros melampus",1e-4,NA,NA,NA,"HLaepMel1","toga1/2",TRUE,TRUE,TRUE,9,6,6,0,0,TRUE,34,"Both",1,FALSE,TRUE,FALSE,TRUE,"illumina",TRUE,"TOGA",6,2,"Artiodactyla"
"Hexaprotodon liberiensis","Hexaprotodon liberiensis",NA,NA,"II","ENDANGERED",1,"F","Mammalia","Fibro","X","X","X","X","X",NA,"Tissue (skin)","Choeropsis liberiensis","Hexaprotodon_liberiensis","56798","Choeropsis liberiensis; Hippopotamus liberiensis","mHexLib","GCA_023065765.1",NA,"GCA_023065765.1",NA,"Hexaprotodon","Hippopotamidae","Artiodactyla","Mammalia","Chordata","Metazoa","Eukaryota",3041580000,NA,3.189453125,36,18,"Chromosome",2374626208,"2022-04-22",20244513,142594368,18,NA,NA,"insdc_open",NA,"toga2",NA,2,FALSE,FALSE,"species","Hexaprotodon liberiensis",1e-4,NA,NA,NA,"HLhexLib1","toga2",FALSE,TRUE,TRUE,1,1,1,0,0,TRUE,34,"Both",1,TRUE,TRUE,FALSE,FALSE,"silencer",TRUE,"TOGA",1,1,"Artiodactyla"
"Ammotragus lervia fassini","Ammotragus lervia","fassini","Caprinae","II","VULNERABLE",8,"M/U/M/U/?/F/M","Mammalia","Fibro","X","X","X","X","X",NA,"Tissue",NA,"Ammotragus_lervia","9899","Antilope lervia","mAmmLer","GCA_002201775.1",NA,"GCA_002201775.1",NA,"Ammotragus","Bovidae","Artiodactyla","Mammalia","Chordata","Metazoa","Eukaryota",3195615000,NA,3.267578125,58,29,"Scaffold",2650836958,"2023-04-03",52017,1301762,NA,94.30000000000001,NA,"insdc_open",NA,"toga1/2",NA,2,FALSE,FALSE,"species","Ammotragus lervia",1e-4,NA,NA,NA,"HLammLer1","toga1/2",TRUE,TRUE,TRUE,8,5,5,0,0,TRUE,34,"Both",1,FALSE,FALSE,TRUE,TRUE,"tetrapod",TRUE,"TOGA",5,2,"Artiodactyla"
"Oryx gazella","Oryx gazella",NA,"Antilopinae","-","LEAST CONCERN",1,"U","Mammalia","Fibro","X","X","X","X","X",NA,"Tissue",NA,"Oryx_gazella","9958","Capra gazella","mOryGaz","GCA_003945745.1",NA,"GCA_003945745.1",NA,"Oryx","Bovidae","Artiodactyla","Mammalia","Chordata","Metazoa","Eukaryota",3892440000,NA,3.98046875,56,28,"Scaffold",2762920344,"2018-12-14",19498,1579191,NA,NA,NA,"insdc_open",NA,"toga1/2",NA,2,FALSE,FALSE,"species","Oryx gazella",1e-4,NA,NA,NA,"HLoryGaz1","toga1/2",TRUE,TRUE,TRUE,1,1,1,0,0,TRUE,34,"Both",1,FALSE,TRUE,FALSE,FALSE,"illumina",TRUE,"TOGA",1,1,"Artiodactyla"
"Giraffa camelopardalis","Giraffa camelopardalis",NA,NA,"II","VULNERABLE",2,"F/F","Mammalia","Fibro","X","X","X","X","X",NA,NA,NA,"Giraffa_camelopardalis","9894","Cervus camelopardalis","mGirCam","GCA_006408565.1",NA,"GCA_006408565.1",NA,"Giraffa","Giraffidae","Artiodactyla","Mammalia","Chordata","Metazoa","Eukaryota",2709060000,NA,2.76953125,30,15,"Scaffold",2473180627,"2023-04-03",25056,3153258,NA,NA,NA,"insdc_open",NA,"toga1/2","Cameleopardis giraffe,list(""common_name"")",2,FALSE,FALSE,"species","Giraffa camelopardalis",1e-4,NA,NA,NA,"HLgirCamRot3","toga1/2",TRUE,TRUE,TRUE,2,2,2,0,0,TRUE,34,"Both",1,FALSE,TRUE,FALSE,FALSE,"illumina",TRUE,"TOGA",2,2,"Artiodactyla"
"Lama guanicoe","Lama guanicoe",NA,NA,"II","LEAST CONCERN",4,"F/F/-/M","Mammalia","Fibro",NA,"X",NA,"X",NA,NA,NA,NA,"Lama_guanicoe","9840","Lama guanicoe guanaco","mLamGua",NA,NA,NA,NA,"Lama","Camelidae","Artiodactyla","Mammalia","Chordata","Metazoa","Eukaryota",3139380000,NA,3.2109375,74,37,"Scaffold",2050533365,"2023-04-03",343812,14786206,NA,NA,NA,"insdc_open",NA,"toga1/2","Guanaco,list(""common_name"")",2,FALSE,FALSE,"species","Lama guanicoe",1e-4,NA,NA,NA,"HLlamGuaCac1","toga1/2",TRUE,TRUE,TRUE,4,3,3,0,0,TRUE,34,"Both",1,FALSE,TRUE,FALSE,TRUE,"illumina",TRUE,"TOGA",3,2,"Artiodactyla"
"Connochaetes taurinus","Connochaetes taurinus",NA,"Alcelaphinae","-","LEAST CONCERN",1,"M","Mammalia","Fibro/PBMc","X","X","X","X","X",NA,NA,NA,"Connochaetes_taurinus","9927","Antilope taurina; Connochaetes taurinus (Burchell, 1824); Gorgon taurinus","mConTau","GCA_006408615.1",NA,"GCA_006408615.1",NA,"Connochaetes","Bovidae","Artiodactyla","Mammalia","Chordata","Metazoa","Eukaryota",3853320000,NA,3.98046875,58,29,"Scaffold",2644042816,"2019-06-24",70608,366224,NA,NA,NA,"insdc_open",NA,"toga1/2",NA,2,FALSE,FALSE,"species","Connochaetes taurinus",1e-4,NA,NA,NA,"HLconTau2","toga1/2",TRUE,TRUE,TRUE,1,1,1,0,0,TRUE,34,"Both",1,FALSE,TRUE,FALSE,FALSE,"illumina",TRUE,"TOGA",1,1,"Artiodactyla"
"Tragelaphus spekii","Tragelaphus spekii",NA,"Bovinae","III?","LEAST CONCERN",2,"-/-","Mammalia","Fibro",NA,NA,NA,NA,NA,NA,"Tissue (placenta/ombelical cordon)",NA,"Tragelaphus_spekii","69298",NA,"mTraSpe","GCA_006411015.1",NA,"GCA_006411015.1",NA,"Tragelaphus","Bovidae","Artiodactyla","Mammalia","Chordata","Metazoa","Eukaryota",3853320000,NA,3.939453125,30,15,"Scaffold",3725951127,"2023-04-03",9477,46427,NA,NA,NA,"insdc_open",NA,"not_in_toga",NA,2,FALSE,FALSE,"species","Tragelaphus spekii",1e-4,NA,NA,NA,NA,"not_in_toga",FALSE,TRUE,FALSE,2,1,1,0,0,TRUE,34,"Both",1,FALSE,TRUE,FALSE,FALSE,"illumina",FALSE,"no_annotation",1,1,"Artiodactyla"
"Bison bonasus","Bison bonasus",NA,"Bovinae","-","NEAR THREATENED",3,"F/F/-","Mammalia","Fibro/PBMc","x","x","x","x","x",NA,"Blood/Tissue",NA,"Bison_bonasus","9902","Bison bison bonasus; Bos bonasus; Bison europaeus","mBisBon","GCA_963879515.1",NA,"GCA_963879515.1",NA,"Bison","Bovidae","Artiodactyla","Mammalia","Chordata","Metazoa","Eukaryota",4792200000,NA,4.8984375,60,30,"Scaffold",3071717034,"2023-12-17",91242619,104743180,NA,NA,NA,"insdc_open",NA,"toga2",NA,2,FALSE,FALSE,"species","Bison bonasus",1e-4,NA,NA,NA,"HLbisBon1","toga2",FALSE,TRUE,TRUE,3,3,2,1,0,TRUE,34,"Both",1,FALSE,TRUE,FALSE,FALSE,"illumina",TRUE,"TOGA",2,2,"Artiodactyla"
"Camelus bactrianus","Camelus bactrianus",NA,NA,"I","CRITICALLY ENDANGERED",2,"M/F","Mammalia","Fibro",NA,"X","X","X","X",NA,"Tissue",NA,"Camelus_bactrianus","9837",NA,"mCamBac","GCA_048773025.1",NA,"GCA_048773025.1","GCF_048773025.1","Camelus","Camelidae","Artiodactyla","Mammalia","Chordata","Metazoa","Eukaryota",2577030000,NA,2.634765625,74,35,"Chromosome",2473901565,"2025-03-21",54723239,79915242,37,92.30000000000001,NA,"insdc_open",NA,"toga1/2","Bactrian Camel,list(""common_name"")",2.1142857142857143,TRUE,FALSE,"species","Camelus bactrianus",1e-4,NA,NA,NA,"HLcamBac1","toga1/2",TRUE,TRUE,TRUE,2,2,2,0,0,TRUE,34,"Both",1,FALSE,TRUE,FALSE,FALSE,"illumina",TRUE,"TOGA/refseq",2,2,"Artiodactyla"
"Tragelaphus eurycerus","Tragelaphus eurycerus",NA,NA,"III","NEAR THREATENED",2,"F/M","Mammalia","Fibro",NA,"X",NA,"X",NA,NA,"Tissue",NA,"Tragelaphus_eurycerus","69297","Tragelaphus euryceros; Antilope eurycerus","mTraEur","GCA_006410755.1",NA,"GCA_006410755.1",NA,"Tragelaphus","Bovidae","Artiodactyla","Mammalia","Chordata","Metazoa","Eukaryota",3853320000,NA,3.939453125,30,15,"Scaffold",2962040965,"2022-03-28",1974,12574,NA,NA,NA,"insdc_open",NA,"toga2",NA,2,FALSE,FALSE,"species","Tragelaphus eurycerus",1e-4,NA,NA,NA,"HLtraEurIsa1","toga2",FALSE,TRUE,TRUE,2,1,1,0,0,TRUE,34,"Both",1,FALSE,TRUE,FALSE,FALSE,"illumina",TRUE,"TOGA",1,1,"Artiodactyla"
"Sus scrofa","Sus scrofa",NA,"Suinae","I/II","LEAST CONCERN",2,"F/F","Mammalia","Fibro",NA,"x","x","x","x",NA,"Tissue",NA,"Sus_scrofa","9823","Sus attila; Sus baeticus; Sus castilianus; Sus celtica; Sus continentalis; Sus domesticus; Sus europaeus; Sus sardous; Sus setosus","mSusScr","GCA_002844635.1",NA,"GCA_002844635.1",NA,"Sus","Suidae","Artiodactyla","Mammalia","Chordata","Metazoa","Eukaryota",2885100000,NA,2.94921875,36,18,"Chromosome",2755421422,"2025-12-01",6372407,131458098,20,NA,NA,"insdc_open",NA,"toga1/2","Wild boar,list(""common_name"")",2,TRUE,TRUE,"species","Sus scrofa",1e-4,NA,NA,NA,"HLsusScro12","toga1/2",TRUE,TRUE,TRUE,2,2,2,0,0,TRUE,34,"Both",1,FALSE,TRUE,FALSE,FALSE,"illumina",TRUE,"TOGA/refseq/ensembl",2,2,"Artiodactyla"
